address,pname,cityname,type,adname,name,location,lng,lat
~口路185号(~口路地铁站A口步行410米),湖北省,武汉市,ChineseFood,Qiaokou,和鸣宴,"114.251504,30.574761",114.251504,30.574761
利济北路151号附7号,湖北省,武汉市,ForeignFood,Qiaokou,荞鳗屋(利北社区店),"114.267875,30.577066",114.267875,30.577066
解放大道和长丰大道交汇处的武汉轻轨交通1号线二期舵落口站配套P+R综合楼门面1楼8号门面,湖北省,武汉市,ChineseFood,Qiaokou,小厨人家,"114.168061,30.610765",114.168061,30.610765
宝丰街66号附35号,湖北省,武汉市,DrinkShop,Qiaokou,比邻咖啡(利北社区店),"114.267371,30.577723",114.267371,30.577723
电源小区东南门旁(宗关地铁站A3口步行380米),湖北省,武汉市,Bakery,Qiaokou,美佳禾蛋糕,"114.227148,30.583606",114.227148,30.583606
中山大道1号越秀・星汇云锦,湖北省,武汉市,ForeignFood,Qiaokou,Homie活力轻食,"114.249338,30.569698",114.249338,30.569698
汉中路166-2号,湖北省,武汉市,ChineseFood,Qiaokou,开源酒家(存仁社区店),"114.269972,30.566373",114.269972,30.566373
建设大道387号附近,湖北省,武汉市,ChineseFood,Qiaokou,粥饼(营北社区店),"114.246579,30.585459",114.246579,30.585459
汉兴养老・阳光医院东南门西南100米,湖北省,武汉市,Bakery,Qiaokou,多麦(解放社区店),"114.248786,30.575833",114.248786,30.575833
一清路143号,湖北省,武汉市,ChineseFood,Qiaokou,乐山麻辣烫(一清路店),"114.154193,30.622215",114.154193,30.622215
江夏服务区东南侧,湖北省,武汉市,ChineseFood,Jiangxia,江夏服务区餐厅,"114.396792,30.357134",114.396792,30.357134
武汉绕城高速江夏服务区,湖北省,武汉市,ChineseFood,Jiangxia,江夏服务区老龚家牛肉面,"114.395055,30.358618",114.395055,30.358618
明星小区一路大花岭小区A7栋西4通,湖北省,武汉市,Bakery,Jiangxia,武汉市Jiangxia十月烘焙店,"114.311254,30.416830",114.311254,30.41683
富士康西路与流芳一路交叉口南20米,湖北省,武汉市,ChineseFood,Jiangxia,武汉市Jiangxia志峰餐饮店,"114.448081,30.434349",114.448081,30.434349
大花岭东区D5栋东2通,湖北省,武汉市,DrinkShop,Jiangxia,小滋润Jiangxia大花岭店,"114.312426,30.417304",114.312426,30.417304
兴新街28号(纸坊大街地铁站A口步行140米),湖北省,武汉市,DrinkShop,Jiangxia,武汉市Jiangxia冰粉籽冷饮店,"114.323085,30.346900",114.323085,30.3469
大桥产业园大桥村还建小区十三号楼一楼1-2门店,湖北省,武汉市,ChineseFood,Jiangxia,武汉市Jiangxia罗大师小吃店,"114.318891,30.372034",114.318891,30.372034
大花岭红花路长泰花园2号门面,湖北省,武汉市,ChineseFood,Jiangxia,武汉市Jiangxia游昌益小吃店,"114.311477,30.403154",114.311477,30.403154
武汉东湖新技术开发区未来科技城A4栋1号门面,湖北省,武汉市,ChineseFood,Jiangxia,沙县小吃(武汉Jiangxia),"114.538258,30.495840",114.538258,30.49584
兴新街1附5号(纸坊大街地铁站G口步行290米),湖北省,武汉市,Bakery,Jiangxia,芝士工坊(Jiangxia总店),"114.326738,30.347592",114.326738,30.347592
齐心大道9号附7号,湖北省,武汉市,ChineseFood,Jiangxia,乐里烧烤江夏店,"114.335580,30.351972",114.33558,30.351972
北华街公园仕家4栋1号门面,湖北省,武汉市,ForeignFood,Jiangxia,MIMIYOYO韩国炸鸡(江夏店),"114.325930,30.355719",114.32593,30.355719
江夏大道与梅南北街交叉口北180米,湖北省,武汉市,ChineseFood,Jiangxia,老五烧烤,"114.373567,30.419148",114.373567,30.419148
江夏天地,湖北省,武汉市,Bakery,Jiangxia,快乐烘焙(江夏天地店),"114.319353,30.394035",114.319353,30.394035
纸坊街文华路37号中百广场江夏店F1,湖北省,武汉市,DrinkShop,Jiangxia,书亦烧仙草(江夏中百广场店),"114.321398,30.364811",114.321398,30.364811
中百广场五楼,湖北省,武汉市,ChineseFood,Jiangxia,潮牛壹号鲜牛肉火锅江夏中百店,"114.321019,30.364181",114.321019,30.364181
沙羡街东62号旭辉江夏府,湖北省,武汉市,ChineseFood,Jiangxia,淮南二哥家牛肉汤(旭辉江夏府店),"114.333872,30.355478",114.333872,30.355478
江夏大道128号附1号(中央大街城市生活摩尔1号楼1层1A-17),湖北省,武汉市,Bakery,Jiangxia,皇冠幸福里(江夏大道店),"114.329514,30.354733",114.329514,30.354733
庙山产业园江夏大道14号广信万汇城商业A区一层9,湖北省,武汉市,ForeignFood,Jiangxia,N多寿司(理工学院店),"114.373282,30.418519",114.373282,30.418519
民族大道307号中南财经政法大学东门金谷国际酒店3楼,湖北省,武汉市,ChineseFood,Jiangxia,巨浪美食(民族大道),"114.392936,30.472347",114.392936,30.472347
"江夏大道与北华街交汇处九全嘉国际广场1层129,2层224、225",湖北省,武汉市,ForeignFood,Jiangxia,豪客来牛排(九全嘉广场店),"114.330258,30.358768",114.330258,30.358768
谭新培路17号万豪世纪天街A1-1层12商铺,湖北省,武汉市,Bakery,Jiangxia,仟吉(江夏万豪天街店),"114.326501,30.367498",114.326501,30.367498
纸坊街四贤路97号,湖北省,武汉市,DrinkShop,Jiangxia,remember记得咖啡,"114.316419,30.356153",114.316419,30.356153
江夏大道158号环保局对面,湖北省,武汉市,ChineseFood,Jiangxia,大众餐馆(武汉Jiangxia),"114.333142,30.360877",114.333142,30.360877
文化大道中百广场2F(江夏店),湖北省,武汉市,DrinkShop,Jiangxia,瑞幸咖啡(中百广场江夏店),"114.321602,30.364781",114.321602,30.364781
中南大道特1附2号附近,湖北省,武汉市,ChineseFood,Jiangxia,麻辣无限(政院小区店),"114.384536,30.476402",114.384536,30.476402
东湖新技术开发区两湖大道水蓝路津发小区第17号商铺,湖北省,武汉市,DrinkShop,Jiangxia,长长久久咖啡馆(津发小区西区西北),"114.382245,30.470147",114.382245,30.470147
南湖时尚城K6栋二楼电梯口,湖北省,武汉市,ChineseFood,Jiangxia,江畔炉鱼(南湖时尚城店),"114.386262,30.476287",114.386262,30.476287
栗庙路栗庙新村541号,湖北省,武汉市,ChineseFood,Jiangxia,襄樊牛肉面馆(栗庙店),"114.422163,30.390088",114.422163,30.390088
天门墩路25号附45号(三眼桥地铁站D口步行180米),湖北省,武汉市,DrinkShop,Jianghan,武汉市Jianghan满逸咖啡馆,"114.277224,30.609129",114.277224,30.609129
姑嫂树12号南国北都广场(石桥地铁站F口步行430米),湖北省,武汉市,DrinkShop,Jianghan,武汉市Jianghan小南都奶茶店,"114.266428,30.626402",114.266428,30.626402
解放大道666号(中山公园地铁站A口步行370米),湖北省,武汉市,ChineseFood,Jianghan,武汉市Jianghan商奇烤鱼店,"114.268819,30.580097",114.268819,30.580097
Jianghan步行街中心百货5楼江南金草帽,湖北省,武汉市,ForeignFood,Jianghan,武汉市Jianghan江南金草帽韩式自助餐厅,"114.289516,30.581683",114.289516,30.581683
新华小路111号-附7号,湖北省,武汉市,ChineseFood,Jianghan,Jianghan新华小路111附5(30+小酒馆),"114.270397,30.593834",114.270397,30.593834
江汉二路2号,湖北省,武汉市,ChineseFood,Jianghan,武汉市Jianghan随心饮餐厅,"114.288089,30.580936",114.288089,30.580936
解放大道与精武路交汇处越秀国际金融汇四期十五幢商10,湖北省,武汉市,DrinkShop,Jianghan,武汉市Jianghan芝麻咖啡馆,"114.278867,30.585632",114.278867,30.585632
新湾二路54号,湖北省,武汉市,ChineseFood,Jianghan,武汉市Jianghan酒点整烤肉店,"114.246940,30.625399",114.24694,30.625399
三新横街18附13号(江汉路地铁站G口步行250米),湖北省,武汉市,ChineseFood,Jianghan,大盛烤脑花(Jianghan三新横街18附13),"114.288583,30.579388",114.288583,30.579388
万松街办事处万松横路22号,湖北省,武汉市,ChineseFood,Jianghan,一根面馆(武汉市Jianghan万松街阳光家园店),"114.262529,30.588250",114.262529,30.58825
汉兴街办事处姑嫂树路31号附1号,湖北省,武汉市,ChineseFood,Jianghan,欧阳辉酒家(Jianghan汉兴街和祥里社区店),"114.261847,30.629956",114.261847,30.629956
建设大道机施公寓1层商铺,湖北省,武汉市,Bakery,Jianghan,榴莲千层蛋糕坊(Jianghan万松街航空社区店),"114.259061,30.591147",114.259061,30.591147
银松路与红松巷交叉口西南40米,湖北省,武汉市,ChineseFood,Jianghan,原气轻食(Jianghan教育局教师公寓店),"114.271460,30.590583",114.27146,30.590583
妙墩路与妙墩横路交叉口西160米,湖北省,武汉市,Bakery,Jianghan,常青麦香园热干面(Jianghan万松街航空社区店),"114.259676,30.591532",114.259676,30.591532
江汉路万达c座110(江汉路地铁站出入口步行50米),湖北省,武汉市,ForeignFood,Jianghan,腾寿司(江汉路店),"114.292249,30.578488",114.292249,30.578488
新佳丽广场六楼扶手电梯口(江汉路地铁站G口步行80米),湖北省,武汉市,ForeignFood,Jianghan,西月山居(新佳丽店),"114.291063,30.578402",114.291063,30.578402
中山大道543号大汉口一楼(江汉路地铁站F口旁),湖北省,武汉市,Bakery,Jianghan,v禾Uhealth(江汉路店),"114.290809,30.579785",114.290809,30.579785
江汉路悦荟广场B座87号,湖北省,武汉市,ChineseFood,Jianghan,红宛麻辣香锅(江汉路店),"114.291537,30.577368",114.291537,30.577368
大汉口美食城2层(江汉路地铁站F口旁),湖北省,武汉市,ChineseFood,Jianghan,壹盏灯(江汉路店),"114.290638,30.579529",114.290638,30.579529
民生路195号大洋百货商场侧边对面地铁G出口190米,湖北省,武汉市,ForeignFood,Jianghan,牛也日式烧肉(江汉路店),"114.289521,30.576688",114.289521,30.576688
江汉路61号上海三联READWAY4楼(地铁c出口),湖北省,武汉市,ForeignFood,Jianghan,仙隐小鹿中Aの日料(江汉路三联店),"114.293356,30.578796",114.293356,30.578796
江汉三路2号(江汉路地铁站G口步行430米),湖北省,武汉市,ChineseFood,Jianghan,米奇林卤肉饭(前进五路),"114.287293,30.581273",114.287293,30.581273
交通路与花楼街交叉口北20米(江汉路地铁站出入口旁),湖北省,武汉市,ChineseFood,Jianghan,经典成都火锅(江汉路步行街店),"114.292765,30.578946",114.292765,30.578946
新华小路106号特1号,湖北省,武汉市,DrinkShop,Jianghan,古茗(武汉江汉万松园店),"114.269556,30.593534",114.269556,30.593534
武汉市Jianghan江汉路129号中心百货4楼,湖北省,武汉市,DrinkShop,Jianghan,田籽茶事(江汉路店),"114.289782,30.581826",114.289782,30.581826
江汉二路与江汉路步行街交叉口西南40米,湖北省,武汉市,ChineseFood,Jianghan,黄泰吉汉派炭火铜锅(江汉路总店),"114.289284,30.582247",114.289284,30.582247
香江花园8栋1层10室商网,湖北省,武汉市,Bakery,Jianghan,米琪诺生日蛋糕店(江汉店),"114.275955,30.615558",114.275955,30.615558
湖北省武汉市Jianghan汉兴街华安里社区复兴五村280号,湖北省,武汉市,DrinkShop,Jianghan,奶茶先生(江汉华安里店),"114.241375,30.617493",114.241375,30.617493
江汉北路109号1层-08,湖北省,武汉市,ChineseFood,Jianghan,汉煨老手艺煨汤专门店(江汉北路店),"114.279863,30.588379",114.279863,30.588379
江汉一路50-2号,湖北省,武汉市,DrinkShop,Jianghan,泰竺・老挝冰咖啡・泰式奶茶(江汉路店),"114.290320,30.581343",114.29032,30.581343
一元路15号附4号,湖北省,武汉市,DrinkShop,Jiang'an,武汉市Jiang'an无偶咖啡,"114.301877,30.593380",114.301877,30.59338
渣家左路94号-103(循礼门地铁站E口步行480米),湖北省,武汉市,Bakery,Jiang'an,武汉市Jiang'an艾思蛋糕店,"114.284245,30.588973",114.284245,30.588973
后湖大道66号A1号楼,湖北省,武汉市,ChineseFood,Jiang'an,武汉市Jiang'an栖月阁餐饮店,"114.276716,30.636045",114.276716,30.636045
金地京汉1903琅目商业街D-2D14商铺,湖北省,武汉市,DrinkShop,Jiang'an,Jiang'an波妮咖啡店,"114.291608,30.591543",114.291608,30.591543
中山大道与郝梦龄路交叉口东北40米,湖北省,武汉市,ForeignFood,Jiang'an,武汉市Jiang'an摇滚象餐饮店,"114.308612,30.605913",114.308612,30.605913
东立街东部购物公园青桔和木鱼,湖北省,武汉市,Bakery,Jiang'an,青桔和木鱼.新中式糕点.甜点东部购物公园Jiang'an店,"114.316056,30.624848",114.316056,30.624848
蔡锷路10号,湖北省,武汉市,ChineseFood,Jiang'an,川香园(Jiang'an店),"114.303082,30.590977",114.303082,30.590977
台北商城东南温馨路,湖北省,武汉市,ChineseFood,Jiang'an,小四川平价美食(武汉Jiang'an),"114.317186,30.641137",114.317186,30.641137
九万方保润小区东南门旁,湖北省,武汉市,ChineseFood,Jiang'an,海鲜烧烤(武汉Jiang'an),"114.290696,30.620115",114.290696,30.620115
百步亭花园景兰苑102栋3单元1层5室商铺,湖北省,武汉市,ChineseFood,Jiang'an,无名烧烤(武汉Jiang'an),"114.318412,30.660524",114.318412,30.660524
汉口花园一期A区3栋1层7室,湖北省,武汉市,ForeignFood,Jiang'an,缘禾米寿司(江岸店),"114.266638,30.631783",114.266638,30.631783
建设大道668号华润万象城L609商铺,湖北省,武汉市,ForeignFood,Jiang'an,争鲜回转寿司(江岸万象城店),"114.280077,30.599524",114.280077,30.599524
武汉万象城负一楼B103,湖北省,武汉市,Bakery,Jiang'an,泸溪河桃酥(江岸万象城店),"114.278640,30.598967",114.27864,30.598967
球场路武汉六中大门对面(苗栗路地铁站B口步行440米),湖北省,武汉市,ChineseFood,Jiang'an,鹏记(武汉六中店),"114.290893,30.602052",114.290893,30.602052
京汉大道856号,湖北省,武汉市,ForeignFood,Jiang'an,牛式炭火烧肉酒场(循礼门店),"114.287808,30.585883",114.287808,30.585883
马祖路12号,湖北省,武汉市,ForeignFood,Jiang'an,Casa Romero(高雄小区店),"114.287195,30.596651",114.287195,30.596651
惠济路41号,湖北省,武汉市,DrinkShop,Jiang'an,zS・Cafe(惠中社区北区店),"114.293764,30.612381",114.293764,30.612381
京汉大道1167号,湖北省,武汉市,DrinkShop,Jiang'an,CLOUDS(仁义社区店),"114.306829,30.607244",114.306829,30.607244
后湖街办事处兴业路海赋天韵23栋一楼二门,湖北省,武汉市,ChineseFood,Jiang'an,常青九村牛肉热干面,"114.306683,30.644608",114.306683,30.644608
劳动街31号,湖北省,武汉市,ForeignFood,Jiang'an,KO熊牛排手作意面,"114.297053,30.601881",114.297053,30.601881
后湖五路鼎盛华城,湖北省,武汉市,ForeignFood,Jiang'an,食堂私町外带寿司(鼎盛华城店),"114.299614,30.642578",114.299614,30.642578
二七路东部购物公园C32层,湖北省,武汉市,ChineseFood,Jiang'an,小四川酒楼(东部购物公园南),"114.316818,30.624129",114.316818,30.624129
钓台道与百秀街交叉口西南180米,湖北省,武汉市,ChineseFood,Huangpi,武汉市Huangpi人民医院食堂,"114.370969,30.888174",114.370969,30.888174
木兰山风景区铁石墩村包家湾41号,湖北省,武汉市,ChineseFood,Huangpi,Huangpi丰芳园农家乐,"114.389212,31.113056",114.389212,31.113056
盘龙城28街还建楼1栋16号,湖北省,武汉市,ChineseFood,Huangpi,Huangpi盘龙城邻里乡家常菜馆,"114.260961,30.716155",114.260961,30.716155
前川街道大南街247号,湖北省,武汉市,ChineseFood,Huangpi,武汉市Huangpi平继过桥米线店,"114.379977,30.872325",114.379977,30.872325
巨龙大道(名流人和天地),湖北省,武汉市,ChineseFood,Huangpi,Huangpi阿娘粑粑烤饼店,"114.277725,30.709217",114.277725,30.709217
巨龙大道08经典28号A13,湖北省,武汉市,Bakery,Huangpi,武汉市Huangpi滠口名嘉蛋糕店(08经典店),"114.295532,30.699161",114.295532,30.699161
横店街中兴街20号,湖北省,武汉市,Bakery,Huangpi,武汉市Huangpi横店艾美斯饼屋,"114.295076,30.801921",114.295076,30.801921
盘龙大道50号奥莱汇S-1栋10,湖北省,武汉市,ChineseFood,Huangpi,碗里有渔,"114.260840,30.728118",114.26084,30.728118
盘龙城佳海工业园K6栋1层12室,湖北省,武汉市,Bakery,Huangpi,梅花王蛋糕(武汉Huangpi),"114.241231,30.730932",114.241231,30.730932
前川街道向阳大道196号尚嘟茶饮,湖北省,武汉市,DrinkShop,Huangpi,尚嘟茶饮(武汉Huangpi),"114.366818,30.869691",114.366818,30.869691
盘龙城叶店还建楼18栋64号,湖北省,武汉市,ForeignFood,Huangpi,藤谷屋港式滑蛋饭(黄陂店),"114.263600,30.715716",114.2636,30.715716
前川街大南街239号,湖北省,武汉市,ForeignFood,Huangpi,奈良・日式咖喱(黄陂店),"114.380140,30.872150",114.38014,30.87215
前川大道与共和巷交叉口西南160米,湖北省,武汉市,ChineseFood,Huangpi,杨家匠黄陂三鲜,"114.371259,30.866057",114.371259,30.866057
百秀街98号,湖北省,武汉市,DrinkShop,Huangpi,古茗(黄陂百秀街店),"114.373403,30.879653",114.373403,30.879653
金都丽园中心金都街74号,湖北省,武汉市,ForeignFood,Huangpi,火狐狸韩式炸鸡(黄陂总店),"114.375455,30.873309",114.375455,30.873309
前川街黄陂大道155号,湖北省,武汉市,ChineseFood,Huangpi,贤掌柜牛肉面(黄陂前川店),"114.378609,30.880310",114.378609,30.88031
黄陂大道387号黄陂广场F4,湖北省,武汉市,ForeignFood,Huangpi,王妃意大利餐厅(黄陂广场店),"114.375722,30.880648",114.375722,30.880648
忠孝门与云架桥交叉口南220米,湖北省,武汉市,ChineseFood,Wuchang,Wuchang老兵之家(民主路店),"114.314266,30.543583",114.314266,30.543583
杨园街116号,湖北省,武汉市,ChineseFood,Wuchang,武汉市武昌医院西区食堂,"114.341272,30.602347",114.341272,30.602347
文明路192号,湖北省,武汉市,Bakery,Wuchang,武汉市Wuchang咔觅烘焙店,"114.295675,30.539968",114.295675,30.539968
张之洞路198号陆羽茶都二楼(复兴路地铁站F口旁),湖北省,武汉市,DrinkShop,Wuchang,武汉市Wuchang七碗茶坊,"114.301117,30.533061",114.301117,30.533061
中北路凯德1818B1/19/20,湖北省,武汉市,DrinkShop,Wuchang,武汉市Wuchang勇冠DrinkShop,"114.340094,30.552904",114.340094,30.552904
紫阳东路万金国际广场美食城负一楼A01档口,湖北省,武汉市,ChineseFood,Wuchang,武汉市Wuchang陈小宝水煮鱼经营部(万金国际广场店),"114.317467,30.532177",114.317467,30.532177
自由路与青龙巷交叉口东50米,湖北省,武汉市,ChineseFood,Wuchang,武汉第一锅弯弯(武昌司门口店),"114.303821,30.548459",114.303821,30.548459
中南路9号中商广场中南路F1(中南路地铁站C2口旁),湖北省,武汉市,ChineseFood,Wuchang,R香远m州牛肉面(武昌中商广场店),"114.332063,30.536734",114.332063,30.536734
风光村175号(兰州拉面馆旁边的巷子进来风光超市前面一点),湖北省,武汉市,ForeignFood,Wuchang,中韩熊石锅拌饭・辛拉面(武昌店),"114.376642,30.533770",114.376642,30.53377
中南路街街道民主一路72号紫沙金苑小区商铺109,湖北省,武汉市,Bakery,Wuchang,遇见・蛋先生网红蛋糕(武昌店),"114.320376,30.548453",114.320376,30.548453
民主路71号,湖北省,武汉市,ChineseFood,Wuchang,老宅藕香武昌鱼・传统藕汤湖北菜(黄鹤楼新店),"114.297919,30.546714",114.297919,30.546714
长虹桥39号(原37-2)伟业佳苑4栋一层6室格林童话蛋糕店,湖北省,武汉市,Bakery,Wuchang,格林童话生日蛋糕冰淇淋(武昌店),"114.310859,30.514535",114.310859,30.514535
珞珈山街办事处洪山路66号湖北省政协对面,湖北省,武汉市,ChineseFood,Wuchang,土家苑,"114.352707,30.545763",114.352707,30.545763
楚河汉街1号武汉中央文化旅游区-楚河汉街第二街区110号,湖北省,武汉市,DrinkShop,Wuchang,哈根达斯(汉街店),"114.340979,30.556742",114.340979,30.556742
烈士街8号(复兴路地铁站C2口步行240米),湖北省,武汉市,ChineseFood,Wuchang,哈尔滨餐厅(烈士街),"114.303097,30.535156",114.303097,30.535156
张之洞路151号泛悦汇1层85-88室,湖北省,武汉市,DrinkShop,Wuchang,星巴克臻选(武汉首义汇店),"114.304300,30.534558",114.3043,30.534558
张之洞路151号泛悦汇南区F2层2-23,湖北省,武汉市,ForeignFood,Wuchang,炙舍韩式烤肉(泛悦汇店),"114.304228,30.535049",114.304228,30.535049
昙华林路202号南国昙华林1楼,湖北省,武汉市,ForeignFood,Wuchang,江户前寿司(昙华林店),"114.315845,30.551511",114.315845,30.551511
Wuchang机关幼儿园西北门旁,湖北省,武汉市,ForeignFood,Wuchang,N多寿司(解放路店),"114.300919,30.550566",114.300919,30.550566
楚河南路汉街一街区汉街总部国际C座对面(小川料理汉街一店旁),湖北省,武汉市,ForeignFood,Wuchang,曼谷五巷,"114.345334,30.554108",114.345334,30.554108
张之洞路151号泛悦汇南区F1层1-97、1-101,湖北省,武汉市,DrinkShop,Wuchang,纸盒咖啡(泛悦汇店),"114.304649,30.534771",114.304649,30.534771
星海路星海虹城6号(小龟山地铁站B口步行320米),湖北省,武汉市,ChineseFood,Wuchang,星海壹号家宴餐厅,"114.330047,30.549800",114.330047,30.5498
彭刘杨路53号大富豪隔壁,湖北省,武汉市,ChineseFood,Wuchang,菜篮子餐厅(大成路店),"114.294951,30.543218",114.294951,30.543218
